664	654	657	679	674	653
665	655	654	680	676	653
663	654	657	675	676	653
664	655	654	678	675	654
667	656	652	679	672	652
670	657	658	676	672	654
664	656	654	670	675	652
665	656	656	679	674	653
664	656	658	674	676	653
665	654	654	676	675	653
664	657	655	682	673	652
666	655	656	677	673	653
661	656	656	679	677	652
664	654	655	679	674	653
668	657	659	680	674	653
665	655	654	677	673	654
666	656	656	682	674	654
666	655	658	675	675	652
663	653	659	684	673	654
665	657	654	677	673	652
668	656	654	679	675	653
665	654	656	680	675	653
666	656	656	679	675	653
665	657	658	673	674	653
669	655	654	682	678	653
665	656	657	677	672	653
667	656	654	681	674	654
664	656	656	678	674	653
669	654	657	678	675	653
666	655	658	675	676	653
666	655	659	685	673	653
664	658	658	686	676	654
665	652	653	680	671	654
667	657	654	671	674	653
670	657	660	675	676	653
666	654	652	682	674	653
668	656	654	679	674	654
665	655	654	681	673	653
662	656	653	681	672	653
663	657	658	683	673	653
667	657	653	684	677	653
663	654	656	678	673	654
666	654	657	680	673	653
666	655	656	678	674	652
667	657	659	673	676	653
664	654	658	679	676	652
669	654	656	680	672	653
665	655	656	673	678	653
667	656	654	674	676	653
665	657	659	672	674	655
666	656	656	675	672	653
668	656	654	683	673	653
667	657	657	684	675	654
662	657	656	684	676	654
666	653	658	673	676	653
665	655	656	680	676	653
664	654	657	677	674	654
666	656	656	676	675	653
664	656	655	683	670	653
666	656	655	683	674	654
663	656	655	682	674	654
666	656	657	676	675	653
664	657	657	680	674	653
666	656	660	674	677	654
664	656	659	670	675	654
666	655	657	674	675	652
667	656	656	681	674	654
665	656	657	672	677	653
666	656	654	680	675	653
665	655	656	673	672	652
663	657	655	674	676	653
661	657	656	680	673	653
671	656	658	678	674	653
669	656	655	676	675	653
665	656	656	679	673	654
667	655	657	682	674	653
664	655	659	676	675	655
668	657	654	681	675	654
665	654	655	678	677	653
664	654	659	675	677	653
665	656	657	677	673	653
665	655	656	682	676	654
665	655	658	673	674	654
663	657	658	678	674	653
666	655	658	678	675	654
665	654	658	685	676	652
664	655	657	680	676	653
667	657	657	681	677	652
663	656	654	681	673	653
669	656	661	674	677	653
663	654	655	680	673	653
665	654	657	674	677	652
667	655	657	679	675	654
665	654	656	680	672	654
665	657	657	682	675	654
669	656	658	684	675	652
666	655	656	679	677	654
664	653	655	677	674	654
666	655	653	683	675	654
667	655	659	674	677	654
670	657	655	679	677	652
664	654	656	679	675	654
666	656	659	677	673	653
665	655	658	676	677	653
664	654	653	678	675	653
667	656	658	675	675	653
667	656	654	682	675	652
665	656	652	683	676	654
666	655	653	675	674	653
662	654	658	681	676	652
665	656	655	681	675	653
666	656	655	679	677	654
665	656	657	672	675	652
664	656	657	676	674	653
667	656	652	682	673	653
667	656	657	680	672	654
667	655	657	676	675	653
663	656	653	679	678	654
665	657	660	683	674	654
666	655	660	673	677	653
665	654	655	679	675	654
663	656	653	682	677	653
665	657	654	679	675	652
667	655	658	679	675	653
664	656	657	673	676	653
666	657	659	674	678	652
665	658	659	685	676	654
663	658	655	674	677	654
667	656	660	686	677	654
665	658	657	681	673	653
668	655	657	683	675	653
663	656	653	681	677	654
666	656	658	676	676	654
666	656	656	678	676	652
669	655	656	678	678	654
666	656	658	671	678	652
666	657	657	679	676	652
666	656	661	684	678	652
666	656	654	683	676	653
661	657	658	681	676	654
665	655	658	674	675	654
664	656	654	678	674	653
666	656	660	672	676	653
667	654	659	675	677	653
666	655	657	674	679	653
666	656	657	679	677	653
665	656	658	672	675	653
667	658	657	679	674	654
666	655	658	673	677	654
666	655	659	672	676	653
664	656	660	676	675	653
667	654	657	672	673	654
669	656	657	681	677	654
666	654	658	675	678	653
667	658	657	684	677	654
667	655	661	674	679	651
667	654	659	684	677	653
667	655	656	680	677	652
665	657	657	676	677	654
667	656	656	678	678	652
665	656	657	675	678	654
665	656	659	678	675	654
666	656	657	679	677	653
666	657	661	685	675	654
666	657	660	672	676	654
663	655	656	678	678	653
667	655	659	682	676	655
663	656	654	678	678	653
665	656	659	675	676	654
665	656	658	675	675	654
666	655	656	679	677	654
666	654	656	678	676	654
666	656	658	671	677	653
666	657	658	673	675	654
663	654	661	673	678	653
666	656	653	681	677	653
664	654	655	677	677	653
666	655	653	679	676	654
666	656	659	682	676	654
668	656	656	677	676	653
666	657	658	684	675	653
666	655	658	679	676	654
665	654	656	682	678	654
666	658	658	684	678	654
662	657	657	679	676	653
665	656	659	673	679	654
668	656	656	683	678	653
668	655	658	676	676	653
667	657	659	684	679	654
667	656	658	678	678	654
668	656	661	683	675	654
666	656	651	682	679	653
665	657	661	683	676	654
666	657	657	684	675	653
666	656	659	677	677	652
666	656	660	684	675	653
668	656	657	678	679	653
666	658	658	681	676	653
665	657	661	685	679	653
664	655	658	676	679	653
665	658	660	682	678	654
667	656	657	674	678	652
665	657	660	684	676	653
667	656	660	675	677	654
664	658	657	672	678	653
667	658	658	681	679	652
668	656	661	672	678	654
665	658	657	681	676	653
665	655	654	682	674	653
667	656	658	685	679	653
665	656	659	680	674	654
668	657	657	683	676	654
667	659	657	684	677	654
665	655	658	673	679	654
669	657	654	683	679	654
665	658	660	684	678	653
665	657	659	673	680	652
668	658	660	679	679	653
665	654	660	672	676	653
