677	664	659	688	682	657
666	663	657	678	678	657
671	661	654	684	679	655
669	660	655	683	680	656
673	662	659	678	679	656
668	660	655	685	680	658
676	662	661	685	680	656
673	663	660	675	681	657
671	663	661	683	679	657
668	662	656	681	683	655
674	663	660	677	680	657
678	661	660	683	683	654
675	661	660	676	679	657
675	663	659	683	678	656
671	660	658	682	678	660
677	663	659	683	682	656
673	662	660	682	682	657
678	663	660	686	682	659
675	666	662	679	682	657
681	664	662	683	684	659
669	665	663	679	681	660
673	667	662	675	683	659
674	667	658	678	683	656
675	664	661	681	684	658
667	663	660	681	680	657
673	663	662	680	682	659
671	663	659	680	679	656
675	662	658	684	678	657
669	662	657	678	680	657
672	662	655	678	680	655
664	663	655	683	682	656
671	662	659	674	682	658
673	661	660	686	682	657
672	660	657	684	681	657
677	661	659	686	681	656
673	661	659	678	681	658
672	662	660	683	679	656
671	662	661	682	677	656
669	660	657	683	677	657
673	662	659	680	679	655
675	660	662	685	681	658
679	663	659	680	681	657
677	663	662	684	683	658
672	662	661	681	681	657
676	666	665	675	684	659
677	663	663	678	684	661
675	669	662	683	682	658
671	662	662	681	682	658
673	664	660	681	683	657
673	663	658	682	683	655
675	663	659	687	681	658
674	663	661	684	684	660
672	665	663	677	679	658
672	663	658	673	681	657
671	664	662	683	682	656
668	664	659	683	678	657
669	659	660	683	683	656
673	664	654	673	682	657
672	661	656	676	682	658
671	663	658	684	681	657
671	662	662	674	681	657
671	662	658	676	682	655
669	663	657	682	679	656
677	662	662	683	679	656
675	661	662	674	680	656
675	662	659	675	680	655
675	661	660	673	680	659
668	662	656	682	676	657
670	662	657	684	681	656
670	660	661	684	681	656
671	665	664	678	683	657
669	663	665	676	683	658
675	664	663	680	685	658
676	664	663	681	684	659
672	663	660	679	679	657
676	663	662	679	683	656
676	663	657	685	681	656
674	661	659	676	681	658
675	666	662	677	683	656
672	662	659	676	681	656
678	664	656	674	681	655
669	663	658	680	681	658
665	661	659	685	680	655
673	663	657	672	681	658
668	668	658	675	680	658
674	661	657	675	680	656
672	657	661	672	683	656
